Unnamed: 0,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,cluster
246,"The New York Times highlighted three Canadian court decisions that have ruled that the shelter system does not meet the needs of homeless people, including the case of Kitchener's 100 Victoria St. encampment. 

https://t.co/XKHgj0F8Hy",2023-02-07 03:30:03.652367,1622634951077134345,2023-02-06 16:34:54+00:00,0.0,0.0,5.0,1.0,,,WRLegalServices,889,Victoria (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,Victoria,positive,0.358946681022644,1
249,"Rainbow Kitchen in #Esquimalt (BC) put out a request for hot chocolate as the supplies were dwindling for the unhoused and vulnerable.  

Team #Victoria was fortunate to be able to provide this Seva.

#khalsaaid #foodheroes #warmth https://t.co/ZboYg8op6S",2023-02-07 03:30:06.505704,1622613262293680129,2023-02-06 15:08:43+00:00,0.0,0.0,17.0,2.0,,,khalsaaidca,51509,Victoria (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,Victoria,positive,0.372470438480377,9
250,"'Bendigo-based @arcjustice is experiencing an increase in family violence &amp; financial problems as a result of families who have been impacted by the October flood event' – https://t.co/0SKu9hCnlR

Disaster Legal Help Victoria are here to help. https://t.co/SjJA28K6tr",2023-02-07 03:30:09.380842,1622783019294793730,2023-02-07 02:23:16+00:00,0.0,0.0,2.0,2.0,,,VicLegalAid,6658,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,positive,0.36707678437233,3
251,"@BradStammers @rwillingham Thank you.. then why is she focusing on NT aborigines..?? Is there a aboriginal crime crisis in Victoria like in Alice Springs... 
In the Senate they are elected by a state to be in parliament to represent all states.. aren't they ?",2023-02-07 03:30:09.380869,1622778189302083585,2023-02-07 02:04:04+00:00,0.0,0.0,0.0,0.0,,,mistaogeny,45,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,positive,0.372714191675186,6
254,"@Adam_Stirling @mattdellok @vicpdcanada No, I do not agree with Matt Dell. I like to hear what Vic PD says about crime in Victoria. It is reality.",2023-02-07 03:30:09.380891,1622756140735160320,2023-02-07 00:36:27+00:00,0.0,0.0,26.0,1.0,,,charliecarolt,81,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,positive,0.381869912147522,11
258,Victoria has implemented all 227 recommendations from its royal commission into family violence. So was it a success? https://t.co/s7azmT4EuN,2023-02-07 03:30:09.380954,1622595544186060800,2023-02-06 13:58:18+00:00,0.0,0.0,0.0,0.0,,,beccariaportal,37,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,positive,0.359090656042099,3
279,"The stats for the Victoria Real Estate Board are in!

We're still seeing a competitive market with historically low inventory. Reach out with any questions!

#WeeklyStats #Statistics #CurrentMarket https://t.co/tMz5FaZgad",2023-02-07 03:30:15.998940,1622645070384988175,2023-02-06 17:15:06+00:00,0.0,0.0,0.0,0.0,,,IslandRealmRE,2058,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,positive,0.346439093351364,10
285,@DumbLayman @BirthGauge City of Vancouver and Victoria are fairly similar to their CMA surprisingly (although variations by neighbourhoods).,2023-02-07 03:30:18.971221,1622785158939291649,2023-02-07 02:31:46+00:00,0.0,0.0,1.0,0.0,,,DemographicR,922,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.359828323125839,2
289,"@Adam_Stirling @CityOfVictoria @SusanKimYYJ @ChiefManak @vicpdcanada Impressive that councillor Kim can draw on her years in Police Service to infer the lack of professionalism  within @vicpdcanada ... shake your head lady...this police force deserves better. This is why the city is gone to Hell, the 'woke' council is alive and well in Victoria!",2023-02-07 03:30:18.971253,1622761516121612288,2023-02-07 00:57:49+00:00,0.0,0.0,6.0,0.0,,,B49449739,196,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.365710198879242,6
290,"@Adam_Stirling @mattdellok @vicpdcanada Matt Dell thinks citizens of Victoria shouldn’t know what’s happening in our city? If you don’t like the comments, fix the city. Willing to bet only a tiny fraction of the engagement budget is social media costs anyways. Let’s not forget who you work for Mr. Dell. Us.",2023-02-07 03:30:18.971261,1622759523919474689,2023-02-07 00:49:54+00:00,0.0,0.0,17.0,2.0,,,VictoriaNews,22870,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.370843559503555,6
291,@jmcraig35 @Adam_Stirling @CityOfVictoria @SusanKimYYJ @ChiefManak @vicpdcanada When will the people of Victoria get educated and learn about the agenda and backgrounds other people running for Council before they vote.  Why does the city always vote these numb skulls in?,2023-02-07 03:30:18.971277,1622753504157892609,2023-02-07 00:25:59+00:00,1.0,0.0,2.0,0.0,,,BusinessEvents8,78,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.369285672903061,6
292,"@CityOfVictoria Victoria has a very left wing, anti small business City Council, so be very careful if you’re planning on opening a business here. For example, they underfund the police so crime and beak ins are out of control…",2023-02-07 03:30:18.971292,1622748551163047936,2023-02-07 00:06:18+00:00,0.0,0.0,0.0,0.0,,,sinclair_geoff,135,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.36230805516243,2
293,"@sandwedge99 @IslandFamily5 @JLe26687490 @CTVwdean Except 3 out of every 4 people currently in Victoria don't live downtown.  Out of 400,000 people, only 17,000 work for the province.  There hasn't been an attempt to figure out how a livable city would actually work.",2023-02-07 03:30:18.971300,1622744797936230401,2023-02-06 23:51:23+00:00,0.0,0.0,1.0,0.0,,,proroofbri,61,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.352392315864563,2
294,"Hi All,
So I am looking to invest in Victoria, mainly west.
Anyway, prices in lara are so expensive compared to suburbs that are closer to the city, such as: Hoppers’s crossing, Werribee, tarneit, and so on. 
Lara is literally in middle of no where, no... https://t.co/RTmzcPLkIu",2023-02-07 03:30:18.971307,1622732893113004033,2023-02-06 23:04:05+00:00,0.0,0.0,0.0,0.0,,,trikerike65,132,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.370146930217743,2
295,"@Victoria59L @NaheedD In Victoria they were provided for free, but as one occupant said: “I would rather live on the street. Those places are filled with bugs, drugs and thugs”.",2023-02-07 03:30:18.971315,1622728406600400896,2023-02-06 22:46:15+00:00,0.0,0.0,0.0,0.0,,,Comrade_Zuni,97,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.371223717927933,2
297,"""The future of the facility is still in doubt, as the mayor’s motion to request a report on the facility’s service to the community was changed to no longer mandate an inquiry on relocation."" #KAFS #VictoriaSt #Kamloops https://t.co/5NzVpMRI6m",2023-02-07 03:30:19.044120,1622716827716706305,2023-02-06 22:00:15+00:00,1.0,0.0,0.0,0.0,,,BicycleRob,215,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.356396108865738,12
298,"Yes. This. For going on four years. Stadacona Park has the most unhoused tent structures of any park in the City, but is in no way the largest Victoria public park. https://t.co/PlgP3nguxv On heartbreak: it's heartbreaking to have access to public amenities like parks taken away...",2023-02-07 03:30:19.099648,1622631516751941632,2023-02-06 16:21:15+00:00,1.0,0.0,10.0,4.0,,,Tiquetonne,563,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.352648794651031,12
299,@CDN_EH45 @jpt16 @CityOfVictoria I think they mean the Victoria City section of Oak Bay Ave. We have med. appts. over there and the parking is very difficult as is. The removal of parking for bike lanes will  mean folks will be parking on side streets in front of people's houses.,2023-02-07 03:30:19.099698,1622624370056380416,2023-02-06 15:52:51+00:00,1.0,0.0,1.0,0.0,,,CharlesBodi,883,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.360406965017319,2
